ID,per,age,OR,DES,Tstarta,Tstopa
4248,1993.329,26.244,A,C,26.25,27.833
4248,1994.915,27.83,C,cens,27.833,31.333
4283,1973,0,H,C,0,22.583
4283,1995.581,22.581,C,M,22.583,24.417
4283,1997.414,24.414,M,cens,24.417,25.167
4307,1963.915,0,H,C,0,19
4307,1982.915,19,C,C,19,22.917
4307,1986.833,22.918,C,M,22.917,25.667
4307,1989.581,25.666,M,cens,25.667,34.333
4312,1970.915,0,H,A,0,18.75
4312,1989.666,18.751,A,C,18.75,21.5
4312,1992.415,21.5,C,M,21.5,26.833
4312,1997.748,26.833,M,cens,26.833,27.417
4327,1976.164,0,H,C,0,21.417
4327,1997.581,21.417,C,cens,21.417,22.167
4330,1951.414,0,H,M,0,20.333
4330,1971.748,20.334,M,K,20.333,21.333
4330,1972.749,21.335,K,cens,21.333,47.167
4337,1949.915,0,H,A,0,37.667
4337,1987.581,37.666,A,cens,37.667,48.333
4340,1965.666,0,H,A,0,19
4340,1984.667,19.001,A,cens,19,32.5
4348,1972.833,0,H,A,0,17.583
4348,1990.414,17.58,A,C,17.583,21.333
4348,1994.162,21.328,C,M,21.333,24.667
4348,1997.496,24.663,M,cens,24.667,25.5
4361,1963.666,0,H,A,0,20.917
4361,1984.582,20.916,A,C,20.917,24.583
4361,1988.249,24.583,C,M,24.583,27.75
4361,1991.414,27.748,M,K,27.75,29.75
4361,1993.414,29.748,K,cens,29.75,34.583
4369,1968.915,0,H,M,0,24.583
4369,1993.496,24.581,M,K,24.583,28.833
4369,1997.748,28.833,K,cens,28.833,29.333
4385,1947.085,0,H,M,0,20.333
4385,1967.414,20.329,M,K,20.333,20.75
4385,1967.833,20.748,K,cens,20.75,51.167
4396,1969.748,0,H,M,0,21.417
4396,1991.162,21.414,M,cens,21.417,28.5
4398,1963.247,0,H,A,0,18.167
4398,1981.414,18.167,A,M,18.167,22.833
4398,1986.085,22.838,M,K,22.833,26
4398,1989.247,26,K,cens,26,35
4399,1952.833,0,H,A,0,20.333
4399,1973.162,20.328,A,C,20.333,22.583
4399,1975.414,22.58,C,M,22.583,24
4399,1976.833,24,M,K,24,25.167
4399,1978,25.167,K,cens,25.167,45.583
4417,1972.915,0,H,cens,0,25.25
4445,1946.247,0,H,M,0,25
4445,1971.247,25,M,K,25,25.5
4445,1971.748,25.501,K,cens,25.5,52.167
4449,1969.666,0,H,C,0,23.333
4449,1993,23.334,C,M,23.333,26
4449,1995.666,26,M,K,26,26.75
4449,1996.415,26.75,K,cens,26.75,28.583
4451,1956.415,0,H,A,0,18.25
4451,1974.666,18.25,A,C,18.25,20
4451,1976.415,20,C,M,20,34.667
4451,1991.085,34.67,M,A,34.667,38.5
4451,1994.915,38.5,A,cens,38.5,42
4491,1953.162,0,H,M,0,19.75
4491,1972.915,19.754,M,K,19.75,22.667
4491,1975.833,22.671,K,cens,22.667,45.25
4507,1958.162,0,H,C,0,21.083
4507,1979.247,21.085,C,M,21.083,23.667
4507,1981.833,23.671,M,K,23.667,26.417
4507,1984.582,26.42,K,cens,26.417,40.167
4527,1948.331,0,H,M,0,21
4527,1969.329,20.998,M,K,21,24.167
4527,1972.497,24.167,K,cens,24.167,49.833
4539,1961.833,0,H,A,0,18.417
4539,1980.249,18.416,A,M,18.417,20.5
4539,1982.329,20.496,M,K,20.5,22.167
4539,1984,22.167,K,cens,22.167,36.417
4557,1961.581,0,H,M,0,26.25
4557,1987.833,26.252,M,K,26.25,28.583
4557,1990.162,28.581,K,cens,28.583,36.75
4562,1977.162,0,H,A,0,20.5
4562,1997.666,20.504,A,cens,20.5,21.083
4584,1971.833,0,H,M,0,25.417
4584,1997.247,25.414,M,cens,25.417,26.417
4587,1960.497,0,H,C,0,30.417
4587,1990.915,30.418,C,M,30.417,30.833
4587,1991.329,30.831,M,K,30.833,36.25
4587,1996.749,36.251,K,cens,36.25,37.917
4590,1947.247,0,H,A,0,20.417
4590,1967.666,20.419,A,M,20.417,21.417
4590,1968.667,21.42,M,K,21.417,25.667
4590,1972.915,25.669,K,cens,25.667,51.167
4608,1963.496,0,H,C,0,30.75
4608,1994.247,30.751,C,M,30.75,30.917
4608,1994.414,30.918,M,K,30.917,31.917
4608,1995.414,31.918,K,cens,31.917,34.75
4619,1945.666,0,H,M,0,20.083
4619,1965.748,20.082,M,K,20.083,20.5
4619,1966.162,20.496,K,cens,20.5,52.667
4625,1969.833,0,H,A,0,18.583
4625,1988.415,18.582,A,M,18.583,22.5
4625,1992.331,22.498,M,K,22.5,23.583
4625,1993.414,23.581,K,cens,23.583,28.5
4631,1971.915,0,H,K,0,20.75
4631,1992.667,20.752,K,cens,20.75,26.25
4678,1977.414,0,H,cens,0,21
4687,1959.915,0,H,A,0,20.5
4687,1980.415,20.5,A,C,20.5,23.5
4687,1983.414,23.499,C,M,23.5,30.25
4687,1990.162,30.247,M,K,30.25,30.667
4687,1990.581,30.666,K,cens,30.667,38.333
4698,1947.833,0,H,M,0,23.917
4698,1971.748,23.915,M,K,23.917,24.75
4698,1972.582,24.749,K,cens,24.75,50.583
4703,1951.581,0,H,A,0,18.583
4703,1970.162,18.581,A,M,18.583,22.167
4703,1973.748,22.167,M,K,22.167,31.167
4703,1982.748,31.167,K,cens,31.167,46.75
4719,1965.915,0,H,A,0,18.083
4719,1984,18.085,A,C,18.083,18.75
4719,1984.667,18.752,C,M,18.75,19.667
4719,1985.581,19.666,M,K,19.667,21.083
4719,1987,21.085,K,cens,21.083,32.417
4737,1963.247,0,H,C,0,18.25
4737,1981.496,18.249,C,M,18.25,29.167
4737,1992.415,29.169,M,K,29.167,29.917
4737,1993.162,29.915,K,cens,29.917,35.083
4752,1951.162,0,H,A,0,17.417
4752,1968.582,17.42,A,C,17.417,42.417
4752,1993.581,42.419,C,cens,42.417,47.25
4755,1947.581,0,H,M,0,17.5
4755,1965.085,17.504,M,K,17.5,18.333
4755,1965.915,18.334,K,cens,18.333,50.583
4756,1968.331,0,H,A,0,20.25
4756,1988.582,20.251,A,C,20.25,21.917
4756,1990.247,21.916,C,M,21.917,25
4756,1993.329,24.998,M,cens,25,30.083
4760,1974.581,0,H,A,0,18
4760,1992.582,18.001,A,cens,18,23.667
4768,1973.085,0,H,C,0,21.75
4768,1994.833,21.748,C,cens,21.75,25.167
4773,1959.748,0,H,C,0,22.083
4773,1981.833,22.085,C,M,22.083,23.667
4773,1983.414,23.666,M,K,23.667,25.417
4773,1985.162,25.414,K,cens,25.417,38.417
4790,1953.833,0,H,M,0,19
4790,1972.833,19,M,K,19,20.333
4790,1974.162,20.329,K,cens,20.333,44.583
4791,1973.496,0,H,M,0,20.583
4791,1994.085,20.589,M,cens,20.583,24.833
4801,1945.085,0,H,M,0,24.833
4801,1969.915,24.83,M,K,24.833,27.167
4801,1972.249,27.164,K,cens,27.167,53.333
4812,1975,0,H,A,0,20.25
4812,1995.247,20.247,A,cens,20.25,23.167
4821,1951.329,0,H,M,0,20.083
4821,1971.414,20.085,M,K,20.083,20.583
4821,1971.915,20.586,K,cens,20.583,47.167
4827,1958.085,0,H,M,0,18.667
4827,1976.749,18.664,M,K,18.667,19.083
4827,1977.162,19.077,K,cens,19.083,40.333
4834,1948.749,0,H,M,0,24.833
4834,1973.581,24.832,M,K,24.833,27.083
4834,1975.833,27.084,K,cens,27.083,49.5
4840,1961.496,0,H,A,0,18.167
4840,1979.666,18.17,A,M,18.167,22.667
4840,1984.164,22.668,M,K,22.667,29.083
4840,1990.581,29.085,K,cens,29.083,36.667
4848,1954,0,H,M,0,19.167
4848,1973.162,19.162,M,A,19.167,20.583
4848,1974.581,20.581,A,C,20.583,20.667
4848,1974.666,20.666,C,M,20.667,21.5
4848,1975.496,21.496,M,A,21.5,22.917
4848,1976.915,22.915,A,C,22.917,24.25
4848,1978.247,24.247,C,A,24.25,28.75
4848,1982.748,28.748,A,M,28.75,35.417
4848,1989.414,35.414,M,K,35.417,35.667
4848,1989.666,35.666,K,cens,35.667,44.333
4851,1947.581,0,H,M,0,17.833
4851,1965.414,17.833,M,K,17.833,18.25
4851,1965.833,18.252,K,cens,18.25,50.667
4852,1946.414,0,H,A,0,16.75
4852,1963.162,16.748,A,M,16.75,25.917
4852,1972.331,25.917,M,K,25.917,26.583
4852,1973,26.586,K,cens,26.583,51.917
4862,1954.666,0,H,C,0,21.333
4862,1976,21.334,C,M,21.333,21.667
4862,1976.331,21.665,M,K,21.667,24.083
4862,1978.748,24.082,K,cens,24.083,43.583
4867,1961.329,0,H,M,0,19.583
4867,1980.915,19.587,M,K,19.583,20.833
4867,1982.162,20.833,K,cens,20.833,36.917
4873,1960.164,0,H,M,0,21.667
4873,1981.833,21.669,M,K,21.667,29.667
4873,1989.833,29.669,K,cens,29.667,38
4884,1978.833,0,H,cens,0,19.583
4891,1957.833,0,H,M,0,22.083
4891,1979.915,22.082,M,K,22.083,31.417
4891,1989.247,31.414,K,cens,31.417,40.417
4902,1953.666,0,H,A,0,18.833
4902,1972.497,18.832,A,M,18.833,24.25
4902,1977.915,24.249,M,K,24.25,25.5
4902,1979.162,25.496,K,cens,25.5,44.75
4922,1955.666,0,H,A,0,12
4922,1967.666,12,A,M,12,20
4922,1975.666,20,M,K,20,21.667
4922,1977.329,21.663,K,cens,21.667,42.5
4926,1969.915,0,H,A,0,17.667
4926,1987.581,17.666,A,cens,17.667,28.5
4938,1955.915,0,H,M,0,29.667
4938,1985.581,29.666,M,K,29.667,30.5
4938,1986.414,30.499,K,cens,30.5,42.25
4960,1951.247,0,H,M,0,19.083
4960,1970.329,19.082,M,K,19.083,19.583
4960,1970.833,19.586,K,cens,19.583,47.167
4964,1979.414,0,H,cens,0,18.75
4975,1958.085,0,H,A,0,16.333
4975,1974.414,16.329,A,C,16.333,17.583
4975,1975.666,17.581,C,M,17.583,19.333
4975,1977.414,19.329,M,K,19.333,22.667
4975,1980.749,22.664,K,cens,22.667,40.083
4977,1966.247,0,H,A,0,19.167
4977,1985.414,19.167,A,C,19.167,21.75
4977,1988,21.753,C,M,21.75,25.333
4977,1991.581,25.334,M,K,25.333,28.333
4977,1994.581,28.334,K,cens,28.333,32
5002,1974,0,H,A,0,23.583
5002,1997.581,23.581,A,C,23.583,23.917
5002,1997.915,23.915,C,cens,23.917,24.417
5016,1972.415,0,H,cens,0,26
5036,1945.247,0,H,A,0,17.083
5036,1962.329,17.082,A,M,17.083,22.167
5036,1967.414,22.167,M,K,22.167,23.583
5036,1968.833,23.587,K,cens,23.583,53.167
5040,1975.329,0,H,A,0,19.417
5040,1994.748,19.419,A,cens,19.417,23
5049,1971.666,0,H,A,0,20.25
5049,1991.915,20.249,A,C,20.25,21.667
5049,1993.329,21.663,C,K,21.667,26.333
5049,1998,26.334,K,cens,26.333,26.583
5052,1955.915,0,H,A,0,19
5052,1974.915,19,A,C,19,20.167
5052,1976.085,20.17,C,M,20.167,23.417
5052,1979.329,23.414,M,K,23.417,26.667
5052,1982.581,26.666,K,cens,26.667,42.333
5061,1958.162,0,H,A,0,22.417
5061,1980.582,22.42,A,C,22.417,24.417
5061,1982.581,24.419,C,M,24.417,29.25
5061,1987.414,29.252,M,K,29.25,29.75
5061,1987.915,29.753,K,cens,29.75,40.25
5082,1946.247,0,H,M,0,18.917
5082,1965.162,18.915,M,K,18.917,19.417
5082,1965.666,19.419,K,cens,19.417,52.167
5098,1977.748,0,H,A,0,18.083
5098,1995.833,18.085,A,cens,18.083,20.417
5100,1973.329,0,H,A,0,19.167
5100,1992.497,19.169,A,cens,19.167,24.833
5108,1961.329,0,H,C,0,19.333
5108,1980.667,19.338,C,A,19.333,20.333
5108,1981.666,20.337,A,C,20.333,22.333
5108,1983.666,22.337,C,M,22.333,23
5108,1984.331,23.002,M,K,23,23.833
5108,1985.162,23.833,K,cens,23.833,37
5113,1958.581,0,H,A,0,17.917
5113,1976.497,17.916,A,C,17.917,18.083
5113,1976.667,18.086,C,A,18.083,18.25
5113,1976.833,18.253,A,C,18.25,21.75
5113,1980.331,21.75,C,M,21.75,27.25
5113,1985.833,27.252,M,K,27.25,27.917
5113,1986.496,27.915,K,cens,27.917,39.833
5114,1951.581,0,H,M,0,21.25
5114,1972.833,21.253,M,K,21.25,23.5
5114,1975.085,23.504,K,cens,23.5,46.667
5129,1947.915,0,H,M,0,19.917
5129,1967.833,19.918,M,K,19.917,22.083
5129,1970,22.085,K,cens,22.083,50.333
5133,1975.833,0,H,C,0,20.917
5133,1996.749,20.916,C,cens,20.917,22.417
5144,1964.749,0,H,A,0,17.833
5144,1982.581,17.832,A,C,17.833,27.917
5144,1992.667,27.918,C,M,27.917,30.667
5144,1995.414,30.665,M,K,30.667,31.75
5144,1996.497,31.749,K,cens,31.75,33.417
5172,1947.085,0,H,A,0,17.5
5172,1964.582,17.497,A,M,17.5,29.583
5172,1976.667,29.582,M,K,29.583,30.333
5172,1977.414,30.329,K,cens,30.333,51.167
5185,1957.581,0,H,A,0,19.083
5185,1976.667,19.086,A,C,19.083,21.833
5185,1979.414,21.833,C,A,21.833,27.833
5185,1985.414,27.833,A,C,27.833,39.333
5185,1996.915,39.334,C,cens,39.333,40.833
5191,1945,0,H,M,0,23.917
5191,1968.915,23.915,M,K,23.917,27.667
5191,1972.667,27.667,K,cens,27.667,53.333
5198,1973.329,0,H,cens,0,24.917
5201,1954.247,0,H,A,0,18.167
5201,1972.415,18.169,A,C,18.167,21.417
5201,1975.666,21.419,C,M,21.417,23.583
5201,1977.833,23.586,M,K,23.583,32
5201,1986.247,32,K,cens,32,44.167
5212,1960.085,0,H,A,0,18.667
5212,1978.748,18.663,A,C,18.667,20.417
5212,1980.497,20.413,C,M,20.417,26.167
5212,1986.247,26.162,M,K,26.167,27.75
5212,1987.833,27.748,K,cens,27.75,38.333
5226,1946.496,0,H,A,0,17.917
5226,1964.415,17.919,A,M,17.917,22.917
5226,1969.414,22.918,M,K,22.917,23.5
5226,1970,23.504,K,cens,23.5,51.75
5242,1975.414,0,H,M,0,20.083
5242,1995.496,20.082,M,cens,20.083,22.917
5263,1953.748,0,H,A,0,17.917
5263,1971.666,17.918,A,C,17.917,18.833
5263,1972.582,18.834,C,K,18.833,19.833
5263,1973.581,19.833,K,cens,19.833,44.667
5267,1966.329,0,H,C,0,24.417
5267,1990.748,24.419,C,M,24.417,25.917
5267,1992.249,25.92,M,cens,25.917,31.917
5283,1971.329,0,H,A,0,21.667
5283,1993,21.671,A,C,21.667,23.917
5283,1995.247,23.918,C,cens,23.917,26.917
5287,1946.581,0,H,M,0,19.167
5287,1965.748,19.167,M,K,19.167,19.667
5287,1966.247,19.666,K,cens,19.667,51.833
5294,1946.748,0,H,M,0,22.5
5294,1969.247,22.499,M,K,22.5,23.833
5294,1970.581,23.833,K,cens,23.833,51.417
5303,1976.415,0,H,A,0,18.25
5303,1994.666,18.25,A,cens,18.25,21.75
5313,1963.915,0,H,C,0,18.5
5313,1982.414,18.499,C,M,18.5,21.167
5313,1985.085,21.17,M,K,21.167,27.417
5313,1991.329,27.414,K,cens,27.417,34.333
5320,1973,0,H,A,0,18.667
5320,1991.666,18.666,A,cens,18.667,25.167
5343,1979.666,0,H,A,0,18
5343,1997.666,18,A,cens,18,18.5
5358,1949.247,0,H,M,0,20.25
5358,1969.496,20.249,M,K,20.25,24.083
5358,1973.329,24.082,K,cens,24.083,49.167
5359,1954.496,0,H,M,0,22.583
5359,1977.085,22.589,M,K,22.583,24
5359,1978.496,24,K,cens,24,43.667
5361,1956.915,0,H,A,0,16.833
5361,1973.748,16.833,A,C,16.833,18
5361,1974.915,18,C,M,18,19.917
5361,1976.833,19.918,M,K,19.917,22.75
5361,1979.666,22.75,K,cens,22.75,41.25
5365,1979.496,0,H,A,0,18.167
5365,1997.666,18.17,A,cens,18.167,18.833
5368,1960.915,0,H,M,0,22.25
5368,1983.162,22.246,M,K,22.25,28.167
5368,1989.085,28.17,K,cens,28.167,37.417
5374,1948.915,0,H,M,0,19.75
5374,1968.667,19.751,M,K,19.75,20.75
5374,1969.666,20.75,K,cens,20.75,49.333
5377,1963.915,0,H,A,0,17.5
5377,1981.414,17.499,A,K,17.5,20.25
5377,1984.164,20.249,K,cens,20.25,34.25
5379,1977.833,0,H,A,0,18.833
5379,1996.667,18.834,A,cens,18.833,20.583
5384,1973.329,0,H,A,0,20.333
5384,1993.666,20.337,A,C,20.333,24.083
5384,1997.414,24.085,C,cens,24.083,24.917
5396,1965.162,0,H,A,0,20.417
5396,1985.581,20.419,A,C,20.417,24.25
5396,1989.414,24.252,C,M,24.25,26.167
5396,1991.329,26.167,M,A,26.167,29
5396,1994.162,29,A,cens,29,33.083
5399,1965.748,0,H,A,0,18.917
5399,1984.667,18.919,A,C,18.917,19.917
5399,1985.666,19.918,C,M,19.917,27.583
5399,1993.329,27.581,M,K,27.583,28.167
5399,1993.915,28.167,K,cens,28.167,32.583
5407,1961.666,0,H,M,0,19.833
5407,1981.496,19.83,M,K,19.833,24.833
5407,1986.496,24.83,K,cens,24.833,36.583
5408,1963.496,0,H,A,0,23.083
5408,1986.581,23.085,A,M,23.083,26.667
5408,1990.162,26.666,M,K,26.667,28.333
5408,1991.833,28.337,K,cens,28.333,34.667
5417,1949,0,H,M,0,18.75
5417,1967.748,18.748,M,K,18.75,19.167
5417,1968.164,19.164,K,cens,19.167,49.417
5429,1974.581,0,H,A,0,23.5
5429,1998.085,23.504,A,cens,23.5,23.583
5432,1949,0,H,A,0,20
5432,1969,20,A,M,20,22.917
5432,1971.915,22.915,M,K,22.917,24.667
5432,1973.666,24.666,K,cens,24.667,49.417
5433,1966,0,H,A,0,18.583
5433,1984.582,18.582,A,C,18.583,31.333
5433,1997.329,31.329,C,cens,31.333,32.333
5435,1945,0,H,K,0,22.75
5435,1967.748,22.748,K,cens,22.75,53.167
